メーカー,車種,年式,シフト,走行,型式,評価,価格,更新年月,グレード,排気量,車検,色,装備
クライスラー・ジープ,ジープ・パトリオット 5D 4WD,2010,ＡＴ,91,MK74,-1 - 修復歴あり,7 ～ 10,2025年09月,リミテッド,2400,,黒,AC AW 革
クライスラー・ジープ,ジープ・コンパス 5D 4WD,2016,ＡＴ,54,MK4924,3 - 普通,34 ～ 36,2025年09月,スポーツ,2400,,白,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・グランドチェロキー 5D 4WD,2012,ＡＴ,90,WK36,-1 - 修復歴あり,21 ～ 25,2025年09月,ラレード,3600,,黒,AC
クライスラー・ジープ,ジープ・ラングラー 2D 4WD,2014,ＡＴ,85,JK36S,4 - きれい,167 ～ 171,2025年09月,サハラ,3600,8.11,黒,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・パトリオット 5D 2WD,2012,ＡＴ,46,MK7420,4 - きれい,59 ～ 64,2025年09月,スポーツ,2000,,緑,AC NV TV AW
クライスラー,クライスラー・３００ 4D 2WD,2015,ＡＴ,72,LX36,5 - すごくきれい,68 ～ 73,2025年09月,３００リミテッド,3600,8.1,白,AC NV TV AW SR 革
クライスラー,クライスラー・ＰＴクルーザー 5D 2WD,2006,ＡＴ,71,PT24,4 - きれい,20 ～ 24,2025年09月,ルート６６,2400,,黒,AC NV TV AW SR 革
クライスラー,クライスラー・グランドボイジャー 5D 2WD,2010,ＡＴ,120,RT38,3 - 普通,18 ～ 21,2025年09月,リミテッド,3800,9.8,黒,AC AW 革
クライスラー,クライスラー・３００ 4D 2WD,2014,ＡＴ,44,LX36,5 - すごくきれい,145 ～ 148,2025年09月,３００Ｓ,3600,,黒,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2022,ＡＴ,23,JL20L,5 - すごくきれい,434 ～ 438,2025年09月,サハラ,2000,,グレー,AC NV TV AW 革
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2020,ＡＴ,37,JL36L,5 - すごくきれい,393 ～ 397,2025年09月,サハラ,3600,,白,AC NV TV AW 革
クライスラー・ジープ,ジープ・グランドチェロキー 5D 4WD,2014,ＡＴ,83,WK36TA,3 - 普通,60 ～ 62,2025年09月,リミテッド,3600,,紺,AC NV TV AW 革
クライスラー・ジープ,ジープ・レネゲード 2WD,2020,ＡＴ,65,BV13PM,4 - きれい,129 ～ 134,2025年09月,,1300,,黒,AC
クライスラー・ジープ,ジープ・コンパス 4WD,2014,ＡＴ,110,MK4924,4 - きれい,23 ～ 27,2025年09月,,2400,,黒,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・レネゲード 5D 2WD,2018,ＡＴ,94,BU14,5 - すごくきれい,47 ～ 49,2025年09月,リミテッド,1400,8.1,,AC NV TV AW 革
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2021,ＡＴ,43,JL36L,5 - すごくきれい,336 ～ 340,2025年09月,アイランダー,3600,8.7,,AC AW
クライスラー・ジープ,ジープ・パトリオット 5D 2WD,2012,ＡＴ,66,MK7420,4 - きれい,66 ～ 71,2025年09月,スポーツ,2000,,黒,AC NV TV AW
クライスラー・ジープ,ジープ・レネゲード 5D 4WD,2018,ＡＴ,90,BU24,5 - すごくきれい,61 ～ 63,2025年09月,トレイルホーク,2400,,黒,AC NV TV
クライスラー・ジープ,ジープ・グランドチェロキー 5D 4WD,2018,ＡＴ,97,WK36TA,4 - きれい,152 ～ 157,2025年09月,サミット,3600,8.2,黒,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・レネゲード 2WD,2015,ＡＴ,43,BU14,5 - すごくきれい,72 ～ 74,2025年09月,,1400,8.11,オレンジ,AC AW
クライスラー・ジープ,ジープ・コンパス 5D 4WD,2022,ＡＴ,26,M624,5 - すごくきれい,207 ～ 212,2025年09月,リミテッド,2400,9.1,赤,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・コンパス 5D 2WD,2020,ＡＴ,50,M624,5 - すごくきれい,112 ～ 117,2025年09月,ロンジチュード,2400,,シルバー,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・ラングラー 4WD,2006,ＡＴ,89,TJ40S,3 - 普通,53 ～ 55,2025年09月,,4000,,緑,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・レネゲード 5D 2WD,2021,ＡＴ,28,BV13PM,5 - すごくきれい,191 ～ 195,2025年09月,ナイトイーグル,1300,9.1,グレー,AC
クライスラー・ジープ,ジープ・パトリオット 5D 2WD,2012,ＡＴ,86,MK7420,-1 - 修復歴あり,31 ～ 35,2025年09月,スポーツ,2000,9.1,グレー,AC
クライスラー・ジープ,ジープ・パトリオット 4WD,2010,ＡＴ,90,MK74,4 - きれい,3 ～ 7,2025年09月,,2400,,黒,AC
クライスラー・ジープ,ジープ・コンパス 5D 2WD,2015,ＡＴ,71,MK49,-1 - 修復歴あり,22 ～ 25,2025年09月,ブラックホーク,2000,,白,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・コンパス 5D 2WD,2017,ＡＴ,69,MK49,4 - きれい,29 ～ 35,2025年09月,スポーツ,2000,8.10,赤,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・チェロキー 5D 4WD,2008,ＡＴ,97,KK37,3 - 普通,7 ～ 10,2025年09月,リミテッド,3700,9.8,青,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・チェロキー 5D 4WD,2006,ＡＴ,72,KJ37,3 - 普通,17 ～ 21,2025年09月,リミテッド,3700,9.2,シルバー,AC NV TV AW 革
クライスラー・ジープ,ジープ・グランドチェロキー 5D 4WD,2018,ＡＴ,27,WK36TA,5 - すごくきれい,242 ～ 246,2025年09月,リミテッド,3600,8.11,白,AC AW 革
クライスラー・ジープ,ジープ・コンパス 5D 4WD,2018,ＡＴ,48,M624,4 - きれい,85 ～ 88,2025年09月,リミテッド,2400,,青,AC NV TV AW 革
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2023,ＡＴ,23,JL20L,5 - すごくきれい,474 ～ 477,2025年09月,サハラ,2000,7.10,黒,AC NV TV AW 革
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2008,ＡＴ,159,JK38L,3 - 普通,95 ～ 99,2025年09月,スポーツ,3800,,黒,AC NV TV AW
クライスラー・ジープ,ジープ・パトリオット 5D 4WD,2010,ＡＴ,91,MK74,-1 - 修復歴あり,7 ～ 10,2025年09月,リミテッド,2400,,黒,AC AW 革
クライスラー・ジープ,ジープ・コンパス 5D 4WD,2016,ＡＴ,54,MK4924,3 - 普通,34 ～ 36,2025年09月,スポーツ,2400,,白,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・グランドチェロキー 5D 4WD,2014,ＡＴ,70,WK36TA,3 - 普通,18 ～ 24,2025年09月,アルティテュード,3600,,黒,AC
クライスラー・ジープ,ジープ・チェロキー 4WD,2001,ＡＴ,131,7MX,3 - 普通,49 ～ 51,2025年09月,,4000,8.9,黒,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・レネゲード 5D 4WD,2021,ＡＴ,27,BV13PM,4 - きれい,212 ～ 216,2025年09月,トレイルホーク,1300,8.10,グレー,AC AW
クライスラー・ジープ,ジープ・コンパス 5D 2WD,2015,ＡＴ,53,MK49,4 - きれい,30 ～ 34,2025年09月,アルティテュード スポーツ ３６０°ビジョン,2000,9.2,白,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・レネゲード 5D 4WD,2016,ＡＴ,95,BU24,4 - きれい,59 ～ 63,2025年09月,トレイルホーク,2400,,青,AC AW
クライスラー・ジープ,ジープ・レネゲード 5D 2WD,2020,ＡＴ,35,BV13PM,4 - きれい,180 ～ 185,2025年09月,リミテッド,1300,,黒,AC NV TV AW
クライスラー・ジープ,ジープ・チェロキー 5D 2WD,2015,ＡＴ,90,KL24,5 - すごくきれい,45 ～ 47,2025年09月,ロンジチュード,2400,7.12,黒,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・チェロキー 5D 4WD,2009,ＡＴ,61,KK37,4 - きれい,51 ～ 54,2025年09月,リミテッド,3700,8.5,緑,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2016,ＡＴ,204,JK36L,3 - 普通,104 ～ 106,2025年09月,７５ｔｈアニバーサリーエディション,3600,,,AC NV TV AW
クライスラー・ジープ,ジープ・レネゲード 5D 2WD,2020,ＡＴ,39,BV13PM,5 - すごくきれい,185 ～ 188,2025年09月,リミテッド,1300,,黒,AC NV TV AW 革
クライスラー・ジープ,ジープ・レネゲード 5D 2WD,2017,ＡＴ,41,BU14,3 - 普通,58 ～ 62,2025年09月,リミテッド,1400,8.7,黒,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・コンパス 5D 2WD,2014,ＡＴ,119,MK49,4 - きれい,11 ～ 14,2025年09月,レッドライン パッケージ,2000,,ワイン,AC AW 革
クライスラー・ジープ,ジープ・グランドチェロキー 5D 4WD,2021,ＡＴ,110,WK36TA,4 - きれい,138 ～ 143,2025年09月,トレイルホーク,3600,8.3,黒,AC NV TV AW 革
クライスラー・ジープ,ジープ・チェロキー 5D 4WD,2001,ＡＴ,145,7MX,3 - 普通,52 ～ 57,2025年09月,リミテッド６０周年アニバーサリーエディション,4000,,黒,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・レネゲード 5D 2WD,2022,ＡＴ,59,BV13PM,5 - すごくきれい,167 ～ 171,2025年09月,リミテッド,1300,,黒,AC NV TV AW 革
クライスラー・ジープ,ジープ・グランドチェロキー 5D 4WD,2012,ＡＴ,66,WK36A,3 - 普通,52 ～ 58,2025年09月,リミテッド,3600,,黒,AC NV TV AW
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2024,ＡＴ,11,JL20L,5 - すごくきれい,527 ～ 530,2025年09月,サハラ,2000,9.4,黒,AC NV TV AW 革
クライスラー・ジープ,ジープ・チェロキー 4WD,1999,ＡＴ,110,7MX,4 - きれい,107 ～ 110,2025年09月,,4000,,青,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・レネゲード 5D 2WD,2017,ＡＴ,68,BU14,4 - きれい,63 ～ 67,2025年09月,リミテッド,1400,,白,AC AW 革
クライスラー・ジープ,ジープ・チェロキー 4WD,2019,ＡＴ,50,KL20L,4 - きれい,131 ～ 136,2025年09月,,2000,,黒,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・グランドチェロキー 5D 4WD,2024,ＡＴ,15,WL20,5 - すごくきれい,464 ～ 468,2025年09月,リミテッド,2000,9.8,黒,AC NV TV AW 革
クライスラー・ジープ,ジープ・チェロキー 4WD,1998,ＡＴ,193,7MX,3 - 普通,20 ～ 22,2025年09月,,4000,,緑,AC NV TV AW SR 革
クライスラー・ジープ,ジープ・レネゲード 2WD,2018,ＡＴ,56,BU14,4 - きれい,106 ～ 108,2025年09月,,1400,,グレー,AC AW
クライスラー・ジープ,ジープ・チェロキー 5D 4WD,2015,ＡＴ,41,KL32L,5 - すごくきれい,81 ～ 86,2025年09月,マンゴータンゴ,3200,8.11,オレンジ,AC NV TV AW 革
クライスラー・ジープ,ジープ・レネゲード 5D 4WD,2016,ＡＴ,77,BU24,4 - きれい,67 ～ 71,2025年09月,トレイルホーク,2400,9.4,黄,AC NV TV AW
クライスラー・ジープ,ジープ・レネゲード 5D 2WD,2018,ＡＴ,6,BU14,5 - すごくきれい,174 ～ 178,2025年09月,リミテッド,1400,,白,AC NV TV AW 革
クライスラー・ジープ,ジープ・チェロキー 5D 4WD,2016,ＡＴ,57,KL32L,3 - 普通,40 ～ 46,2025年09月,リミテッド,3200,,白,AC NV TV AW 革
クライスラー・ジープ,ジープ・コンパス 5D 2WD,2018,ＡＴ,44,M624,-1 - 修復歴あり,69 ～ 73,2025年09月,ロンジチュード,2400,,青,AC NV TV AW
クライスラー・ジープ,ジープ・コンパス 5D 4WD,2017,ＡＴ,39,MK4924,5 - すごくきれい,64 ～ 67,2025年09月,スポーツ,2400,,白,AC NV TV AW
クライスラー・ジープ,ジープ・レネゲード 5D 4WD,2019,ＡＴ,40,BU13,5 - すごくきれい,178 ～ 182,2025年09月,トレイルホーク,1300,8.9,黒,AC NV TV AW
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2021,ＡＴ,17,JL36L,5 - すごくきれい,434 ～ 440,2025年09月,サハラ・サージグリーン,3600,8.1,緑,AC NV TV AW 革
クライスラー・ジープ,ジープ・コンパス 5D 2WD,2015,ＡＴ,39,MK49,4 - きれい,50 ～ 56,2025年09月,アルティテュード スポーツ,2000,7.9,黒,AC NV TV AW
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2019,ＡＴ,61,JL36L,5 - すごくきれい,334 ～ 338,2025年09月,サハラ,3600,9.2,白,AC NV TV AW 革
クライスラー・ジープ,ジープ・グランドチェロキー 5D 4WD,2023,ＡＴ,17,WL20,5 - すごくきれい,487 ～ 491,2025年09月,リミテッド,2000,8.12,黒,AC NV TV AW 革
クライスラー・ジープ,ジープ・ラングラー 2D 4WD,2019,ＡＴ,68,JL36S,4 - きれい,239 ～ 243,2025年09月,スポーツ,3600,8.11,黒,AC NV TV AW
クライスラー・ジープ,ジープ・コマンダー 5D 4WD,2022,ＡＴ,14,H620,5 - すごくきれい,342 ～ 347,2025年09月,リミテッド,2000,,黒,AC NV TV AW 革
クライスラー・ジープ,ジープ・パトリオット 5D 2WD,2012,ＡＴ,53,MK7420,5 - すごくきれい,96 ～ 100,2025年09月,スポーツ,2000,7.9,青,AC NV TV AW
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2021,ＡＴ,23,JL20L,5 - すごくきれい,433 ～ 438,2025年09月,サハラ,2000,7.12,グレー,AC NV TV 革
クライスラー・ジープ,ジープ・レネゲード 5D 2WD,2016,ＡＴ,150,BU14,3 - 普通,33 ～ 38,2025年09月,ロンジチュード,1400,7.8,ベージュ,AC AW
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2014,ＡＴ,78,JK36L,4 - きれい,112 ～ 116,2025年09月,スポーツ,3600,9.1,白,AC
クライスラー・ジープ,ジープ・ラングラー 3D 4WD,2006,ＡＴ,127,TJ40S,4 - きれい,52 ～ 56,2025年09月,サハラ,4000,7.9,黒,AC
クライスラー・ジープ,ジープ・ラングラーアンリミテッド 5D 4WD,2018,ＡＴ,73,JK36LR,4 - きれい,177 ～ 181,2025年09月,スポーツ,3600,,黒,AC NV TV AW
